Header,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation
73.125,-3.08133168,0.02435148,88.52594869,0.55797371,0.97388172,-0.89911506,25.66677,-6.89397218,-8.75248415,-48.62747737,13.16974361,-9.04185219,0,-2.0945188,5.00832177,-2.07070836,-11.80066807,14.2702435,-3.39080708,0,0,0,0
73.13,-3.07706356,-0.04250234,88.65389196,0.55810744,0.97390102,-0.89852347,25.83862373,-6.93420025,-9.08915066,-46.8757117,13.08319297,-9.00253798,0,-2.56347289,4.99109279,-2.16454891,-11.49184645,14.18018348,-3.2849653,0,0,0,0
73.135,-3.07167933,-0.08603915,88.78266813,0.55826752,0.97390915,-0.89797488,25.94571356,-6.96536726,-9.41853256,-45.06264336,12.99237483,-8.96121847,0,-3.06220506,4.97096841,-2.23249173,-11.18064664,14.10391673,-3.1523033,0,0,0,0
73.14,-3.07288947,-0.12408848,88.91031449,0.55843843,0.97388116,-0.89745271,26.01484491,-7.00564023,-9.76027485,-43.20285144,12.89460424,-8.89756841,0,-3.56201254,4.95499722,-2.31092215,-10.88000849,14.01410131,-3.01516246,0,0,0,0
73.145,-3.07507451,-0.15836429,89.03920145,0.55862575,0.97381867,-0.89695696,26.04760134,-7.05100305,-10.12872091,-41.30072169,12.77964773,-8.79924564,0,-4.05964595,4.93702682,-2.3954749,-10.59326439,13.92395382,-2.88119938,0,0,0,0
73.15,-3.07728441,-0.20596179,89.17299368,0.55882418,0.97370389,-0.89646397,26.06324774,-7.09789607,-10.51739804,-39.35913874,12.6335513,-8.65201697,0,-4.5238521,4.91678933,-2.45975411,-10.34408603,13.83477961,-2.77302128,0,0,0,0
73.155,-3.08915234,-0.20209119,89.29798551,0.55904797,0.97359144,-0.8960558,25.99655942,-7.14948754,-10.90995928,-37.39948578,12.53776518,-8.47026004,0,-5.0647641,4.90317163,-2.55479621,-10.06208059,13.73778493,-2.6118228,0,0,0,0
73.16,-3.09571047,-0.22082251,89.43179728,0.55928395,0.97341491,-0.8956531,25.92605097,-7.19647541,-11.33179152,-35.41698359,12.4196306,-8.22743104,0,-5.5612838,4.87968858,-2.62939557,-9.82027387,13.65816065,-2.46332371,0,0,0,0
73.165,-3.10317185,-0.23179285,89.56862936,0.55953619,0.97320337,-0.89527988,25.82387191,-7.24120043,-11.77173435,-33.42647315,12.30845228,-7.92497563,0,-6.05797537,4.85349986,-2.69531123,-9.59786494,13.5841224,-2.31402122,0,0,0,0
73.17,-3.10372172,-0.27114161,89.71368336,0.55980947,0.97292022,-0.8949089,25.72972114,-7.26998458,-12.22323193,-31.4289552,12.16452742,-7.60025436,0,-6.5020388,4.81575204,-2.72753831,-9.41956462,13.53329951,-2.19983177,0,0,0,0
73.175,-3.12602197,-0.23141712,89.84502989,0.56009047,0.9726628,-0.89463447,25.54484178,-7.32715491,-12.70731989,-29.47403895,12.12318316,-7.09661542,0,-7.05057785,4.7976197,-2.81414356,-9.21303359,13.44926167,-2.00585492,0,0,0,0
73.18,-3.1320319,-0.23576344,89.99272601,0.56039851,0.97231515,-0.89436294,25.38997836,-7.35536268,-13.19813451,-27.53496764,12.05913992,-6.5776576,0,-7.52656642,4.75514089,-2.85348051,-9.05805904,13.41294209,-1.82659464,0,0,0,0
73.185,-3.15334727,-0.23306672,90.13011384,0.5607113,0.97192325,-0.89409773,25.23544108,-7.40632144,-13.73821404,-25.65843927,12.00030879,-5.87796806,0,-7.98171151,4.72367918,-2.95105485,-8.95789925,13.37951663,-1.60543873,0,0,0,0
73.19,-3.16611945,-0.20660865,90.2716581,0.5610604,0.9715237,-0.89388532,25.04416438,-7.42505854,-14.24212944,-23.82084338,11.95570348,-5.19775014,0,-8.4639458,4.6799029,-2.99840009,-8.86155478,13.34096583,-1.42298005,0,0,0,0
73.195,-3.17744436,-0.18915382,90.4167388,0.56143147,0.97106579,-0.89369484,24.86904284,-7.44233491,-14.77426518,-22.06264207,11.93665331,-4.38238941,0,-8.91403731,4.62737237,-3.04173016,-8.8122994,13.32794649,-1.22125243,0,0,0,0
73.2,-3.18666768,-0.17685939,90.55866766,0.56183336,0.97055976,-0.89352744,24.70905879,-7.44857118,-15.30053775,-20.39088643,11.92503596,-3.48177709,0,-9.33922189,4.56671985,-3.08411367,-8.80298,13.33096835,-1.0062957,0,0,0,0
73.205,-3.18498627,-0.16186809,90.70348648,0.56227365,0.97002101,-0.89339963,24.55229228,-7.43174789,-15.80253197,-18.81053542,11.93712262,-2.53393194,0,-9.75337084,4.48709017,-3.11030695,-8.82527914,13.34789724,-0.78325565,0,0,0,0
73.21,-3.18767888,-0.15370985,90.83889984,0.56274135,0.9694376,-0.89327349,24.42354858,-7.41391356,-16.28691587,-17.34516547,11.93476784,-1.50448148,0,-10.12750531,4.40721515,-3.1518449,-8.91052633,13.37972808,-0.55672975,0,0,0,0
73.215,-3.1821586,-0.15066585,90.97412114,0.56325059,0.96881485,-0.89317308,24.31400369,-7.3774816,-16.72320154,-15.99671659,11.94553195,-0.45448926,0,-10.47453203,4.31130842,-3.17757083,-9.04015498,13.4284173,-0.31781275,0,0,0,0
73.22,-3.16923983,-0.17748864,91.11497284,0.56378984,0.96813235,-0.89308324,24.25278599,-7.33160574,-17.12259019,-14.77812044,11.95865193,0.61773382,0,-10.76105124,4.19869128,-3.18795985,-9.22343613,13.49457114,-0.05470896,0,0,0,0
73.225,-3.14593567,-0.14608845,91.22907654,0.56439405,0.96748707,-0.89304097,24.13731901,-7.24646475,-17.37717166,-13.66854082,11.97972406,1.58697578,0,-11.09810691,4.07476697,-3.2004372,-9.43660426,13.55483183,0.16280875,0,0,0,0
73.23,-3.11392167,-0.16229047,91.35472505,0.56502086,0.96676996,-0.89300409,24.0906535,-7.16260618,-17.6152399,-12.70766403,11.99635186,2.57812803,0,-11.34957987,3.93102933,-3.19294188,-9.7130049,13.63200398,0.42020303,0,0,0,0
73.235,-3.07617748,-0.18641255,91.4692852,0.56568149,0.96602483,-0.89297869,24.06661704,-7.06551697,-17.75081839,-11.88143698,11.99399464,3.47733049,0,-11.56592284,3.77796017,-3.17941628,-10.04057812,13.71683867,0.67321632,0,0,0,0
73.24,-3.02475283,-0.19772959,91.57738138,0.56639009,0.96527916,-0.89297921,24.0361313,-6.94666812,-17.78251368,-11.18581622,11.98869215,4.25091622,0,-11.77213874,3.60568645,-3.14113338,-10.41497447,13.8024944,0.91011073,0,0,0,0
73.245,-2.96782178,-0.22172945,91.67917024,0.56712905,0.96450892,-0.89299632,24.03031394,-6.82403935,-17.74877798,-10.62995231,11.96546568,4.93743404,0,-11.93533414,3.42341804,-3.09391203,-10.84508673,13.8884912,1.15015814,0,0,0,0
73.25,-2.90625324,-0.2623711,91.75965035,0.5679151,0.96370824,-0.89300319,24.04658509,-6.67333401,-17.49148961,-10.18630673,11.88827544,5.30121107,0,-12.06111379,3.2494426,-2.93733125,-11.31180506,13.95659324,1.20978053,0,0,0,0
73.255,-2.82438919,-0.26655334,91.8528309,0.56872052,0.96294997,-0.89310258,24.04019908,-6.54480329,-17.44864371,-9.92416509,11.85783129,5.93090453,0,-12.19005931,3.02159668,-2.94458586,-11.85000268,14.03190552,1.58397336,0,0,0,0
73.26,-2.73935108,-0.29672706,91.92906754,0.56955885,0.96216378,-0.89319234,24.05918466,-6.39035896,-17.19000315,-9.75894623,11.75359802,6.19672004,0,-12.27939057,2.81401614,-2.76912908,-12.40872972,14.06623233,1.66756282,0,0,0,0
73.265,-2.65146186,-0.30303242,91.97796251,0.57044308,0.96138962,-0.89331429,24.07505887,-6.23600365,-16.90502255,-9.74700413,11.63319835,6.42263765,0,-12.37758047,2.60784395,-2.59489375,-13.00269317,14.09849015,1.73720868,0,0,0,0
73.27,-2.55228599,-0.35545403,92.04115123,0.57136072,0.96058232,-0.89345106,24.13250655,-6.07712563,-16.61068611,-9.83274511,11.45824027,6.52407745,0,-12.37083636,2.36552438,-2.51864816,-13.69468175,14.11685505,2.03411955,0,0,0,0
73.275,-2.43199656,-0.33277017,92.0707995,0.5723074,0.95985912,-0.89367354,24.12806644,-5.90025062,-16.34547365,-10.05917807,11.27053752,6.63250267,0,-12.45632155,2.12663033,-2.33420769,-14.3741189,14.0910131,2.07088074,0,0,0,0
73.28,-2.32286362,-0.39805364,92.11026096,0.57329942,0.95905766,-0.89385211,24.20788711,-5.71853068,-15.90081599,-10.34629654,10.98985789,6.37964694,0,-12.37957136,1.87858215,-2.24164734,-15.16706241,14.03802006,2.316412,0,0,0,0
73.285,-2.17950029,-0.4100659,92.1336638,0.57433466,0.95834212,-0.89412101,24.2332838,-5.503522,-15.50466391,-10.72976777,10.67031538,6.10697284,0,-12.35996374,1.60430935,-2.11006329,-15.96400085,13.9393257,2.44913339,0,0,0,0
73.29,-2.02478703,-0.41130557,92.15097758,0.57539014,0.95767983,-0.89443899,24.2372669,-5.27433017,-15.09610703,-11.16810809,10.28085621,5.75787228,0,-12.33010295,1.31942258,-1.98174801,-16.79781635,13.7819181,2.57994947,0,0,0,0
73.295,-1.88227475,-0.4474182,92.15853423,0.57644512,0.95699136,-0.89476045,24.31055832,-5.07533004,-14.74864936,-11.72945178,9.8896275,5.4677618,0,-12.22996609,1.05665026,-1.84281623,-17.68622941,13.57023457,2.66946912,0,0,0,0
73.3,-1.70977074,-0.46492915,92.15570815,0.57754378,0.95638482,-0.89514172,24.33724012,-4.82793162,-14.34141307,-12.2900679,9.4198805,5.03820078,0,-12.12287082,0.75718317,-1.76379728,-18.61875116,13.29537021,2.79793941,0,0,0,0
73.305,-1.53274022,-0.46700714,92.14850263,0.57865923,0.95584743,-0.89555653,24.35267733,-4.57936997,-13.96520922,-12.90418052,8.91794223,4.58077427,0,-12.00819775,0.4523822,-1.70645039,-19.58604123,12.95420664,2.93929154,0,0,0,0
73.31,-1.34922019,-0.48416459,92.13353573,0.57977874,0.9553456,-0.89600825,24.38726068,-4.3297252,-13.61830336,-13.56225655,8.43361278,4.15906249,0,-11.8458809,0.14271609,-1.68441129,-20.59996934,12.51793275,3.06285338,0,0,0,0
73.315,-1.15706523,-0.50785115,92.12868526,0.58087574,0.95489224,-0.89648076,24.43625183,-4.08990457,-13.3553181,-14.26896382,7.96011805,3.7915124,0,-11.64259253,-0.17315008,-1.65559871,-21.66138194,12.02276005,3.15705484,0,0,0,0
73.32,-0.94388238,-0.48532345,92.08549627,0.58204965,0.95457586,-0.89701776,24.40154405,-3.78614055,-12.94914229,-14.92283327,7.47350555,3.26184954,0,-11.46927193,-0.52356229,-1.77259002,-22.74760591,11.40556398,3.32862921,0,0,0,0
73.325,-0.73609894,-0.49158521,92.060147,0.58317558,0.95428426,-0.89756607,24.40570406,-3.51578409,-12.64941962,-15.62427251,7.07574129,2.8737746,0,-11.22506874,-0.86338266,-1.86248899,-23.88516522,10.69402526,3.42698544,0,0,0,0
73.33,-0.51661694,-0.47890274,92.02142777,0.58431248,0.95408688,-0.89814647,24.37755324,-3.22416698,-12.33518709,-16.31772758,6.7042335,2.45723776,0,-10.97474639,-1.22042743,-2.02002701,-25.05280377,9.88908683,3.5250177,0,0,0,0
73.335,-0.28894417,-0.43290178,91.96622324,0.58546822,0.95400634,-0.89877019,24.29523933,-2.90846264,-11.98878411,-16.99083051,6.37144373,1.99915207,0,-10.73981744,-1.59256505,-2.24831938,-26.23809546,8.97445976,3.61269129,0,0,0,0
73.34,-0.07694332,-0.42569134,91.91683949,0.58657433,0.95393351,-0.89938046,24.25970429,-2.63126519,-11.72721636,-17.69398662,6.1403037,1.70084079,0,-10.42068162,-1.94317854,-2.47436867,-27.4729288,7.96022086,3.60499046,0,0,0,0
73.345,0.15114597,-0.37837896,91.8705696,0.58771491,0.95399681,-0.90004107,24.12831545,-2.30476867,-11.36829919,-18.31381953,5.98710111,1.27180782,0,-10.11548059,-2.33358927,-2.77173284,-28.73378818,6.82778589,3.63496124,0,0,0,0
73.35,0.36650046,-0.33368577,91.81725091,0.58883712,0.95411676,-0.90070253,23.99484955,-1.9967393,-11.05627551,-18.93809244,5.9039073,0.92732207,0,-9.78000182,-2.70997654,-3.09077473,-30.0154331,5.60106704,3.56576749,0,0,0,0
73.355,0.57791783,-0.28464191,91.76629553,0.58995083,0.95431001,-0.90136701,23.82884722,-1.68529254,-10.74534504,-19.52241251,5.89569514,0.59797559,0,-9.41539648,-3.09193878,-3.43958257,-31.32537918,4.27797574,3.43974,0,0,0,0
73.36,0.78222431,-0.23667433,91.7211069,0.59105573,0.95456605,-0.9020312,23.63823523,-1.37713222,-10.44717729,-20.07194439,5.96370113,0.29837037,0,-9.01693393,-3.47566799,-3.80361489,-32.65883416,2.87447462,3.23822248,0,0,0,0
73.365,0.97632569,-0.17652813,91.6748879,0.59214158,0.95489514,-0.90268669,23.41562853,-1.08308552,-10.2009224,-20.59562308,6.08499045,0.07230916,0,-8.60227038,-3.85574066,-4.18819211,-34.00923625,1.39783064,2.9393795,0,0,0,0
73.37,1.16644589,-0.14607298,91.66420441,0.59322419,0.95525514,-0.9033129,23.17314819,-0.7781436,-9.90888959,-21.03500401,6.30504985,-0.22034474,0,-8.10638004,-4.24610976,-4.53717473,-35.39998946,-0.12253604,2.58401736,0,0,0,0
73.375,1.34474034,-0.10358663,91.65440998,0.59428389,0.95567962,-0.90391844,22.89845562,-0.49274837,-9.68326505,-21.44561966,6.5688978,-0.42735808,0,-7.5940475,-4.62959974,-4.89390605,-36.80373909,-1.6818284,2.11985359,0,0,0,0
73.38,1.51553009,-0.06868283,91.65907269,0.59532111,0.9561412,-0.90448963,22.6063207,-0.21861466,-9.49689996,-21.81557696,6.88453034,-0.59794629,0,-7.03658351,-5.01013661,-5.22977383,-38.2278878,-3.25675264,1.5569576,0,0,0,0
73.385,1.67025248,-0.04128625,91.68263849,0.59633689,0.95664211,-0.9050091,22.28677823,0.03647744,-9.34317789,-22.12244436,7.24344062,-0.74378974,0,-6.42933289,-5.38115931,-5.54373364,-39.67675797,-4.8265784,0.89174126,0,0,0,0
73.39,1.81988745,-0.02220656,91.72218901,0.59732211,0.95717165,-0.90548872,21.95029623,0.28178925,-9.22746729,-22.38574939,7.63758911,-0.86536017,0,-5.7782679,-5.74577333,-5.82320728,-41.13833623,-6.37805568,0.1216542,0,0,0,0
73.395,1.96063028,-0.00576619,91.7793669,0.59827742,0.95772699,-0.90591777,21.59171812,0.51269024,-9.14906589,-22.60525336,8.06818344,-0.96383321,0,-5.0875867,-6.09959391,-6.06447575,-42.61323354,-7.88780653,-0.74179811,0,0,0,0
73.4,2.09181751,0.00170053,91.8529088,0.5991947,0.95830706,-0.9062904,21.21289776,0.72847054,-9.10620736,-22.76813687,8.51270481,-1.03747172,0,-4.35189826,-6.43974615,-6.27432209,-44.09535839,-9.3450344,-1.71085424,0,0,0,0
73.405,2.20936418,0.00113956,91.941968,0.60007236,0.95890146,-0.90660593,20.81892636,0.92561508,-9.08849036,-22.88646099,8.98104507,-1.0888435,0,-3.57526918,-6.75559751,-6.44122667,-45.57752129,-10.73009562,-2.76945864,0,0,0,0
73.41,2.3172163,-0.00523681,92.04152919,0.60090521,0.95951286,-0.90686024,20.40770289,1.10692873,-9.10320156,-22.95703444,9.4538008,-1.11112087,0,-2.76346108,-7.05223767,-6.58294236,-47.05294855,-12.02514017,-3.91086595,0,0,0,0
73.415,2.42305642,-0.00488647,92.15301431,0.6016982,0.96014734,-0.90706583,19.96939598,1.27844379,-9.16646645,-22.98782315,9.91817192,-1.11599105,0,-1.93362575,-7.34049386,-6.70630497,-48.51570326,-13.20278206,-5.12498352,0,0,0,0
73.42,2.51670239,-0.01019821,92.27017616,0.60244313,0.96079219,-0.90721059,19.51873621,1.43420279,-9.24255354,-22.97904197,10.38365124,-1.09148237,0,-1.07685501,-7.59898286,-6.80184844,-49.95488262,-14.25605194,-6.3958389,0,0,0,0
73.425,2.6003852,-0.01849658,92.38932717,0.6031467,0.96145059,-0.9073083,19.05214685,1.57564727,-9.34348682,-22.92959155,10.84267948,-1.04121444,0,-0.20208879,-7.83340972,-6.88699043,-51.36264927,-15.16261273,-7.71334507,0,0,0,0
73.43,2.67706969,-0.02313405,92.50903847,0.60380545,0.9621252,-0.9073589,18.5658137,1.70690578,-9.46359223,-22.84502838,11.2870223,-0.97131031,0,0.6795905,-8.04440203,-6.95936423,-52.73088515,-15.90481482,-9.05239127,0,0,0,0
73.435,2.74785744,-0.0237483,92.6225967,0.60443092,0.96281392,-0.90736728,18.06435167,1.83139919,-9.58987438,-22.73321017,11.71063001,-0.87276497,0,1.5631761,-8.23092834,-7.02245781,-54.05481317,-16.4678257,-10.39604902,0,0,0,0
73.44,2.80891495,-0.02333364,92.730158,0.60501873,0.96351682,-0.90734956,17.54206033,1.94597034,-9.72631833,-22.58019795,12.12577308,-0.7581962,0,2.44505993,-8.3915035,-7.08669,-55.32216596,-16.84068766,-11.71806572,0,0,0,0
73.445,2.85344375,-0.02340585,92.82176279,0.6055708,0.96421843,-0.90729073,17.01928555,2.04086546,-9.87029734,-22.41928249,12.52346875,-0.61949784,0,3.32379785,-8.51331345,-7.15271723,-56.53115826,-17.01791537,-13.01226101,0,0,0,0
73.45,2.8996607,-0.01057384,92.90987266,0.60609821,0.96495604,-0.90722164,16.46033612,2.14243944,-10.00947063,-22.21043337,12.8848665,-0.47153967,0,4.18393028,-8.62360142,-7.21369824,-57.6732757,-17.00546404,-14.22661062,0,0,0,0
73.455,2.91580502,-0.01261664,92.96770547,0.60657904,0.96565597,-0.90710339,15.93592136,2.19931618,-10.18076286,-22.03371494,13.25774423,-0.24578987,0,5.04916222,-8.68291262,-7.30141021,-58.74847125,-16.81523929,-15.37688316,0,0,0,0
73.46,2.94517027,0.01898114,93.03800453,0.60704701,0.96643254,-0.90700947,15.32931471,2.29228382,-10.29986414,-21.76403236,13.56913143,-0.12256091,0,5.87165857,-8.73954883,-7.35070765,-59.74604225,-16.44728153,-16.39063569,0,0,0,0
73.465,2.95392376,0.03582079,93.0815384,0.60748992,0.96717959,-0.90687731,14.74552321,2.3614315,-10.41462254,-21.50208402,13.8759447,0.02796534,0,6.69869856,-8.75793334,-7.41913578,-60.67100068,-15.93220048,-17.2974981,0,0,0,0
73.47,2.92801376,0.03332807,93.10212863,0.60787794,0.96789753,-0.90669133,14.19743725,2.38070933,-10.55592178,-21.26514804,14.17646037,0.24571058,0,7.53280722,-8.71430053,-7.4948097,-61.51582975,-15.27825178,-18.09350092,0,0,0,0
73.475,2.91355388,0.05111442,93.11798701,0.608256,0.96864025,-0.90652362,13.60441464,2.41823191,-10.69125758,-20.98217343,14.46483882,0.48120339,0,8.33651082,-8.67760506,-7.56484318,-62.28546925,-14.51297347,-18.70131519,0,0,0,0
73.48,2.89937652,0.08091158,93.12433619,0.60862519,0.96940864,-0.90634804,12.9796515,2.47091046,-10.77906842,-20.65464124,14.69789626,0.62784267,0,9.1149192,-8.6286692,-7.62739125,-62.97234112,-13.65429215,-19.16219417,0,0,0,0
73.485,2.87562007,0.097402,93.1198959,0.608967,0.97014739,-0.90614358,12.37184257,2.50840914,-10.87794617,-20.3282696,14.9234282,0.80745301,0,9.89973072,-8.55640651,-7.68789572,-63.58547467,-12.7194072,-19.46147513,0,0,0,0
73.49,2.84506779,0.11528485,93.10187933,0.60928746,0.97087726,-0.90592636,11.76050427,2.53619583,-10.98340048,-19.99475687,15.13224862,1.0057884,0,10.66906378,-8.46789742,-7.75100515,-64.11785195,-11.72693189,-19.60337321,0,0,0,0
73.495,2.81180993,0.134852,93.07586247,0.60958853,0.97160338,-0.90569204,11.1415294,2.56065769,-11.08746356,-19.64586333,15.32381309,1.21493978,0,11.42551818,-8.3668651,-7.80813744,-64.57058809,-10.70285382,-19.601513,0,0,0,0
73.5,2.77924426,0.15465699,93.04483903,0.60987109,0.97231449,-0.90544185,10.51861063,2.58505581,-11.1950994,-19.28575331,15.50046391,1.42312988,0,12.17147554,-8.25854995,-7.85766359,-64.9466715,-9.65999588,-19.46737008,0,0,0,0
73.505,2.75034978,0.17571412,93.00628648,0.61013493,0.97301059,-0.90517681,9.89173567,2.61094701,-11.31062011,-18.91598814,15.65660222,1.64787979,0,12.90376229,-8.15059098,-7.90682119,-65.24682494,-8.6047684,-19.19974259,0,0,0,0
73.51,2.72438347,0.19832512,92.96025194,0.61038937,0.9736925,-0.90489112,9.26117943,2.63808979,-11.43075671,-18.53689272,15.794907,1.88884116,0,13.62169583,-8.04089913,-7.95152118,-65.47004582,-7.55165707,-18.83075285,0,0,0,0
73.515,2.70495397,0.22172758,92.91198671,0.61063105,0.97435035,-0.90459983,8.62814247,2.66951092,-11.56567305,-18.15257096,15.91924291,2.13843816,0,14.32646117,-7.93737097,-7.9922693,-65.61998833,-6.50972318,-18.36039727,0,0,0,0
73.52,2.69049183,0.244744,92.86117093,0.61086309,0.97498475,-0.90428695,7.99518332,2.70468825,-11.70386643,-17.76241829,16.02948676,2.39380523,0,15.01915569,-7.83548472,-8.0248859,-65.69553052,-5.48501156,-17.82154641,0,0,0,0
73.525,2.68479793,0.27388267,92.798947,0.61109743,0.97559996,-0.90396179,7.35576212,2.74667936,-11.84831016,-17.36764368,16.12001755,2.67914205,0,15.68848933,-7.74643731,-8.0634636,-65.69674948,-4.47989511,-17.22695092,0,0,0,0
73.53,2.6830725,0.29941613,92.73709126,0.61132614,0.97618318,-0.90361341,6.72336806,2.79120702,-11.99925987,-16.97468771,16.2011462,2.95653861,0,16.34785716,-7.6602102,-8.09446936,-65.6232044,-3.50384184,-16.60027243,0,0,0,0
73.535,2.68901444,0.32806083,92.66432469,0.61156059,0.97674024,-0.90324763,6.09031677,2.84234329,-12.14834453,-16.58172863,16.26643898,3.24988319,0,16.98596002,-7.58624841,-8.13102131,-65.47563676,-2.55639131,-15.95742166,0,0,0,0
73.54,2.69927491,0.35761961,92.58317529,0.61180101,0.97726441,-0.90285368,5.46242855,2.89610182,-12.29657685,-16.19511257,16.31993871,3.55000395,0,17.60570288,-7.5216012,-8.17284802,-65.25463528,-1.64237678,-15.31918418,0,0,0,0
73.545,2.71295473,0.38018908,92.4921906,0.61204985,0.97774706,-0.90243331,4.84886261,2.95226615,-12.43314659,-15.81594872,16.36266539,3.83792735,0,18.2131554,-7.46253088,-8.21666108,-64.95732896,-0.76371936,-14.705277,0,0,0,0
73.55,2.73200876,0.40684614,92.38313889,0.61231682,0.97819885,-0.90198611,4.23910288,3.01177452,-12.55873365,-15.44699934,16.39593488,4.14392402,0,18.79390133,-7.42027338,-8.2790075,-64.58487867,0.07534077,-14.12430095,0,0,0,0
73.555,2.7517737,0.42678207,92.25832672,0.61259416,0.97860499,-0.90149506,3.64926985,3.06902472,-12.66739849,-15.09515739,16.42182334,4.440424,0,19.36044432,-7.38459951,-8.35285228,-64.13669117,0.87117385,-13.5983231,0,0,0,0
73.56,2.77207772,0.44410055,92.11232451,0.6128997,0.97896976,-0.90096468,3.07536951,3.12422343,-12.75394094,-14.76149758,16.44191072,4.73741157,0,19.90576318,-7.36123284,-8.44682848,-63.6127759,1.62219495,-13.13270136,0,0,0,0
73.565,2.79119396,0.45542409,91.94315057,0.61322594,0.97929013,-0.90038672,2.52408201,3.17401984,-12.81390029,-14.45135135,16.45819947,5.03107516,0,20.43238407,-7.34645787,-8.56038597,-63.0117496,2.3225909,-12.74055536,0,0,0,0
73.57,2.80896863,0.4610164,91.74951277,0.61357679,0.97956313,-0.89975547,1.99593863,3.21759051,-12.84676144,-14.16585894,16.47422068,5.32168416,0,20.93999552,-7.34358975,-8.69822133,-62.33525574,2.97123843,-12.4178651,0,0,0,0
73.575,2.82322476,0.45872372,91.53083249,0.61395256,0.9797882,-0.89907022,1.49597506,3.25197378,-12.84799291,-13.90988646,16.49052551,5.60614045,0,21.42922264,-7.34914751,-8.85855045,-61.58159943,3.56426122,-12.17474944,0,0,0,0
73.58,2.83440544,0.43213961,91.27442389,0.61435374,0.97995251,-0.89830457,1.05181374,3.27605034,-12.80549654,-13.69757691,16.48245891,5.84166961,0,21.91526883,-7.36135928,-9.04659179,-60.74779222,4.10005856,-12.05552444,0,0,0,0
73.585,2.84563877,0.40710241,91.00431205,0.61478355,0.98007261,-0.89750728,0.61500033,3.29780101,-12.7293053,-13.49865648,16.50297821,6.08775724,0,22.37491253,-7.38993534,-9.24759105,-59.84291541,4.57560863,-11.95088122,0,0,0,0
73.59,2.85059902,0.39345613,90.72285236,0.61522407,0.98015874,-0.89668304,0.17841048,3.30573905,-12.64661857,-13.32306808,16.55679874,6.36684399,0,22.79457833,-7.42157708,-9.45410388,-58.86315365,4.99611071,-11.87010971,0,0,0,0
73.595,2.85535022,0.35273459,90.41194222,0.61567952,0.98018146,-0.89579452,-0.20158461,3.304847,-12.53227942,-13.18848614,16.58690217,6.61042996,0,23.21298134,-7.46255838,-9.68047186,-57.80529024,5.36009002,-11.88941471,0,0,0,0
73.6,2.86313147,0.30416254,90.0902497,0.6161375,0.98015545,-0.8948834,-0.5596937,3.30303501,-12.39022747,-13.07606342,16.61317667,6.82940201,0,23.61183523,-7.51531555,-9.90938608,-56.67502592,5.67165773,-11.94461341,0,0,0,0
73.605,2.87946582,0.24722858,89.76681007,0.61658674,0.98008315,-0.89396864,-0.89965671,3.30677031,-12.23863688,-12.97907372,16.62210703,7.01822333,0,23.99190642,-7.5832847,-10.13419126,-55.47400044,5.93741093,-12.02340416,0,0,0,0
73.61,2.88258546,0.21743004,89.46296331,0.61696972,0.98000141,-0.8931131,-1.273621,3.29197961,-12.08345477,-12.88536058,16.68172246,7.21902012,0,24.30888335,-7.62525352,-10.32982666,-54.19252356,6.14976138,-12.11408634,0,0,0,0
73.615,2.89986485,0.19659164,89.19726477,0.6172818,0.97989197,-0.89233348,-1.66830661,3.29056269,-11.96815539,-12.78028575,16.71613666,7.40273026,0,24.59129826,-7.66794994,-10.4787521,-52.8437431,6.32828142,-12.2102565,0,0,0,0
73.62,2.92814318,0.20197716,88.99609666,0.61746771,0.97977954,-0.8917066,-2.12005851,3.3017593,-11.90299344,-12.64265016,16.73741232,7.5708756,0,24.81842935,-7.69327843,-10.55688656,-51.42482691,6.47574478,-12.29541944,0,0,0,0
73.625,2.97354753,0.24178821,88.8908528,0.61748326,0.97966858,-0.89128427,-2.65318559,3.33661694,-11.9177745,-12.45057912,16.73552218,7.71886537,0,24.98675194,-7.69233376,-10.53093863,-49.94175843,6.6034879,-12.34848153,0,0,0,0
73.63,3.03671469,0.31561111,88.89294089,0.61730912,0.97955322,-0.89109085,-3.2746383,3.40024263,-12.01844381,-12.19321794,16.71963118,7.84344365,0,25.09962902,-7.66170035,-10.39562751,-48.40110275,6.71369212,-12.35935175,0,0,0,0
73.635,3.10963924,0.42303784,88.97728931,0.61696875,0.97943136,-0.89109009,-3.96756534,3.48165049,-12.1823256,-11.89592697,16.68608859,7.95821801,0,25.15146295,-7.60059996,-10.17084343,-46.80160251,6.81725679,-12.31544471,0,0,0,0
73.64,3.17977493,0.55061714,89.11197026,0.61651087,0.97929141,-0.89122518,-4.70738414,3.56714793,-12.38892661,-11.56807551,16.64260936,8.0698374,0,25.15269789,-7.51402422,-9.90162436,-45.14556453,6.91467118,-12.21465041,0,0,0,0
73.645,3.248526,0.6870801,89.27652775,0.61598427,0.97911887,-0.89142792,-5.46130547,3.65666857,-12.61764235,-11.23993566,16.58691103,8.17496443,0,25.11711315,-7.41163516,-9.59327744,-43.4380629,6.99361499,-12.04736052,0,0,0,0
